Stock ID,Cost of Goods,Unit Price,Shipping Cost,Customer ID,Vendor,Order Status,Product Category,Brand,Product Description,Product Base Margin,Order Date,Profit,Quantity,Sales,Order ID,Month,Year
171021,84.0,127.0,15.0,VIP1116,DIRECT,finished,Clothing,Alice Olivia,Alice Olivia Catherine owl sweater Owl wool short-sleeved black and white S,22%,2017-01-01,28.0,1.0,127.0,20170121,1.0,2017.0
171022,31.0,99.0,15.0,VVIP1047,DIRECT,finished,Clothing,7 for all mankind,For All 7 Mankind High Waist Belted Diamond Jeans Black 25,54%,2017-01-01,53.0,1.0,99.0,20170122,1.0,2017.0
171023,31.0,99.0,15.0,VVIP1047,DIRECT,finished,Clothing,7 for all mankind,For All 7 Mankind High Rise Vintage Straight Jeans Blue 25,54%,2017-01-01,53.0,1.0,99.0,20170123,1.0,2017.0
,,,,,,,,,,,,,,,,,
171025,61.0,226.0,15.0,H1104,DIRECT,finished,Clothing,Alice Olivia,Alice Olivia Nila Sleeveless Long-Sleeved Jacket White M,66%,2017-01-01,150.0,1.0,226.0,20170125,1.0,2017.0
171026,103.0,256.0,15.0,L1445,DIRECT,finished,Clothing,Alice Olivia,Alice Olivia Gail Collared Tweet Dress black white 4,54%,2017-01-01,138.0,1.0,256.0,20170126,1.0,2017.0
171027,103.0,256.0,15.0,VVIP1044,DIRECT,finished,Clothing,Alice Olivia,Alice Olivia Gail Collared Tweet Dress black white 0,54%,2017-01-01,138.0,1.0,256.0,20170127,1.0,2017.0
171028,96.0,183.0,15.0,VVIP1044,DIRECT,finished,Clothing,Alice Olivia,Alice Olivia Marlee striped sequin Woolen Black and White S,39%,2017-01-01,72.0,1.0,183.0,20170128,1.0,2017.0
171029,22.0,54.0,7.5,L1450,DIRECT,finished,Clothing,Club Monaco,Club Monaco scarf purple,45%,2017-01-01,24.5,1.0,54.0,20170129,1.0,2017.0
171030,65.0,111.0,22.5,H1186,DIRECT,finished,Clothing,Topshop,Topshop bomber jacket 6,21%,2017-01-01,23.5,1.0,111.0,20170130,1.0,2017.0
171031,63.2,79.0,15.0,VIP1142,DIRECT,finished,Clothing,Banana Republic,Br dog sweater grey xs,1%,2017-01-01,0.8,1.0,79.0,20170131,1.0,2017.0
171031,63.2,79.0,15.0,H1295,DIRECT,finished,Clothing,Banana Republic,Br dog sweater grey xs,1%,2017-01-01,0.8,1.0,79.0,20170132,1.0,2017.0
171032,31.0,57.0,7.5,VIP1042,V1012,finished,Accessories,Independent Designer,Two masks l number,32%,2017-01-01,18.5,1.0,57.0,20170133,1.0,2017.0
171033,85.0,164.0,7.5,DL1021,DIRECT,finished,Clothing,Ted Baker,Ted baker bow white shirt 3,44%,2017-01-01,71.5,1.0,164.0,20170134,1.0,2017.0
171034,33.0,107.0,15.0,L1134,DIRECT,finished,Clothing,Anthropologies,Anthropological powder purple sweater s,55%,2017-01-01,59.0,1.0,107.0,20170135,1.0,2017.0
171035,31.0,99.0,7.5,H1106,DIRECT,finished,Clothing,7 for all mankind,For All 7 Mankind Skinny Straight Jeans Black 24,61%,2017-01-01,60.5,1.0,99.0,20170136,1.0,2017.0
171036,31.0,76.0,15.0,DL1007,DIRECT,finished,Clothing,Scotch Soda,Scotch soda camel hat,39%,2017-01-01,30.0,1.0,76.0,20170137,1.0,2017.0
171037,87.0,114.0,15.0,DL1007,DIRECT,finished,Clothing,Jcrew,Jcrew gaylee bow sweater grey m,11%,2017-01-01,12.0,1.0,114.0,20170138,1.0,2017.0
171038,31.0,80.0,7.5,VIP1105,DIRECT,finished,Clothing,Scotch Soda,Scotch soda camel hat,52%,2017-01-01,41.5,1.0,80.0,20170139,1.0,2017.0
171039,36.0,64.0,7.5,VIP1105,DIRECT,finished,Clothing,Tory Burch,Tory sports white top m,32%,2017-01-01,20.5,1.0,64.0,20170140,1.0,2017.0
171040,65.0,111.0,15.0,L1377,DIRECT,finished,Clothing,Topshop,Topshop bomber jacket 6,28%,2017-01-01,31.0,1.0,111.0,20170141,1.0,2017.0
171041,185.0,269.0,30.0,H1105,DIRECT,finished,Handbag,Zac Posen,Zac posen three colour matching handbags,20%,2017-01-01,54.0,1.0,269.0,20170142,1.0,2017.0
171042,139.0,227.0,15.0,VVIP1038,DIRECT,finished,Clothing,Alice Olivia,Ao white shirt loving you s,32%,2017-01-01,73.0,1.0,227.0,20170143,1.0,2017.0
171043,131.0,207.0,15.0,VIP1022,DIRECT,finished,Clothing,Alice Olivia,Ao trousers xs=0,29%,2017-01-01,61.0,1.0,207.0,20170144,1.0,2017.0
171044,233.0,286.0,15.0,VIP1022,DIRECT,finished,Clothing,Theory,Theory loose sweater turmeric brown s,13%,2017-01-01,38.0,1.0,286.0,20170145,1.0,2017.0
171045,129.0,196.0,7.5,VIP1142,DIRECT,finished,Clothing,Alice Olivia,Ao bow sleeveless skirt blue xs,30%,2017-01-01,59.5,1.0,196.0,20170146,1.0,2017.0
171046,131.0,200.0,7.5,VIP1142,DIRECT,finished,Clothing,Alice Olivia,Ao trousers xs=0,31%,2017-01-01,61.5,1.0,200.0,20170147,1.0,2017.0
171047,182.0,269.0,15.0,L1589,DIRECT,finished,Clothing,DVF,Dvf zarita lace skirt white 2,27%,2017-01-01,72.0,1.0,269.0,20170148,1.0,2017.0
171048,860.0,941.0,5.0,VIP1021,V1015,finished,Clothing,Canada Goose,Canadian goose extending dark gray m,8%,2017-01-01,76.0,1.0,941.0,20170149,1.0,2017.0
171049,860.0,941.0,5.0,L1752,V1015,finished,Clothing,Canada Goose,Canada goose extending dark gray l,8%,2017-01-01,76.0,1.0,941.0,20170150,1.0,2017.0
171051,193.0,237.0,15.0,VIP1067,DIRECT,finished,Clothing,Alice Olivia,ao shirtdress 2,12%,2017-01-01,29.0,1.0,237.0,20170151,1.0,2017.0
171052,164.0,184.0,5.0,L1594,V1010,finished,Accessories,Mc Queen,Mcq scarves rose red,8%,2017-01-01,15.0,1.0,184.0,20170152,1.0,2017.0
171053,329.0,371.0,5.0,L1740,V1010,finished,Shoes,Louis Vuitton,Lv red flat shoes 36,10%,2017-01-01,37.0,1.0,371.0,20170153,1.0,2017.0
171054,164.0,184.0,5.0,L1076,V1010,finished,Accessories,Mc Queen,Mcq scarves rose red,8%,2017-01-01,15.0,1.0,184.0,20170154,1.0,2017.0
171055,1114.0,1200.0,5.0,VVIP1038,V1008,finished,Clothing,Maxmara,Maxmara rialto red coat 36,7%,2017-01-01,81.0,1.0,1200.0,20170155,1.0,2017.0
171056,314.0,350.0,5.0,VIP1105,V1009,finished,Accessories,Dior,Dior pink sunglasses,9%,2017-01-01,31.0,1.0,350.0,20170156,1.0,2017.0
171057,357.0,413.0,5.0,FF1025,V1014,finished,Handbag,Moschino,Moschino black schoolbag,12%,2017-01-01,51.0,1.0,413.0,20170157,1.0,2017.0
171058,497.0,550.0,5.0,VIP1105,V1001,finished,Accessories,Maison Michel,Maison michel hat,9%,2017-01-01,48.0,1.0,550.0,20170158,1.0,2017.0
171059,46.0,77.0,7.5,L1759,DIRECT,finished,Supplement,GNA,gnc alpha lipoic acid 200 mg 3瓶,31%,2017-01-01,23.5,1.0,77.0,20170159,1.0,2017.0
171060,131.0,167.0,7.5,L1759,DIRECT,finished,Supplement,GNA,gnc l-glutathione 500mg 3瓶,17%,2017-01-01,28.5,1.0,167.0,20170160,1.0,2017.0
171069,411.0,470.0,22.5,VVIP1039,DIRECT,finished,Shoes,Roger Vivier,Rv valentine white with heart shaped 355,8%,2017-01-01,36.5,1.0,470.0,20170161,1.0,2017.0
171070,329.0,411.0,5.0,VVIP1018,V1012,finished,Accessories,Redline,Redline rose gold,19%,2017-01-01,77.0,1.0,411.0,20170162,1.0,2017.0
171072,329.0,411.0,5.0,H1344,V1012,finished,Accessories,Redline,Redline rose gold,19%,2017-01-01,77.0,1.0,411.0,20170164,1.0,2017.0
171073,857.0,911.0,5.0,VIP1060,V1008,finished,Clothing,Maxmara,Maxmara mango black fox fur wool coat,5%,2017-01-01,49.0,1.0,911.0,20170165,1.0,2017.0
171089,81.0,136.0,4.5,VVIP1017,DIRECT,finished,Clothing,Victoria Secrete,Vs the most fire bustier white set of 75c + underwear high waist section s,37%,2017-01-01,50.5,1.0,136.0,20170166,1.0,2017.0
171083,54.0,86.0,4.5,VVIP1017,DIRECT,finished,Clothing,Victoria Secrete,Vs poster hollow lace black black 34c,32%,2017-01-01,27.5,1.0,86.0,20170167,1.0,2017.0
171085,54.0,89.0,7.5,L1117,DIRECT,finished,Clothing,Victoria Secrete,Vs Short silk pajamas pink s,31%,2017-01-01,27.5,1.0,89.0,20170168,1.0,2017.0
171094,52.0,84.0,7.5,L1117,DIRECT,finished,Clothing,Victoria Secrete,Vs lace short skirt black s,29%,2017-01-01,24.5,1.0,84.0,20170169,1.0,2017.0
171090,65.0,89.0,4.5,VVIP1017,DIRECT,finished,Clothing,Victoria Secrete,Vs Behind Band Bra White Black Lace 34c,22%,2017-01-01,19.5,1.0,89.0,20170170,1.0,2017.0
171077,65.0,89.0,7.5,H1270,DIRECT,finished,Clothing,Victoria Secrete,Vs dream angel pink lace 75b=34b,19%,2017-01-01,16.5,1.0,89.0,20170171,1.0,2017.0
171080,65.0,86.0,4.5,VVIP1036,DIRECT,finished,Clothing,Victoria Secrete,vs very sexy bra 紫色 34a,19%,2017-01-01,16.5,1.0,86.0,20170172,1.0,2017.0
171082,65.0,86.0,4.5,VVIP1036,DIRECT,finished,Clothing,Victoria Secrete,Vs increase two cup bra black powder 34a,19%,2017-01-01,16.5,1.0,86.0,20170173,1.0,2017.0
171076,65.0,86.0,4.5,VVIP1036,DIRECT,finished,Clothing,Victoria Secrete,Vs dream angel white 34a,19%,2017-01-01,16.5,1.0,86.0,20170174,1.0,2017.0
171092,68.0,90.0,7.5,L1016,DIRECT,finished,Clothing,Victoria Secrete,Vs Behind Band Bra black 粉34b,16%,2017-01-01,14.5,1.0,90.0,20170175,1.0,2017.0
171075,22.0,34.0,7.5,VIP1116,DIRECT,finished,Clothing,Victoria Secrete,Vs crochet lace cheek black high waist s,13%,2017-01-01,4.5,1.0,34.0,20170176,1.0,2017.0
171087,43.0,71.0,4.5,H1043,DIRECT,finished,Clothing,Victoria Secrete,Vs simple lace deep v sexy lingerie black s,33%,2017-01-01,23.5,1.0,71.0,20170177,1.0,2017.0
171088,63.0,86.0,4.5,H1043,DIRECT,finished,Clothing,Victoria Secrete,Vs collared sexy underwear black s,22%,2017-01-01,18.5,1.0,86.0,20170178,1.0,2017.0
171086,54.0,86.0,4.5,H1043,DIRECT,finished,Clothing,Victoria Secrete,Vs Short Silk Pajamas Flowers s,32%,2017-01-01,27.5,1.0,86.0,20170179,1.0,2017.0
171078,50.0,60.0,4.5,VIP1106,DIRECT,finished,Clothing,Victoria Secrete,Vs floral lace mesh cheeky black wine red white 3 underwear m,9%,2017-01-01,5.5,1.0,60.0,20170180,1.0,2017.0
171081,65.0,86.0,4.5,VIP1106,DIRECT,finished,Clothing,Victoria Secrete,Vs very sexy bra Purple 34b,19%,2017-01-01,16.5,1.0,86.0,20170181,1.0,2017.0
171079,77.0,86.0,4.5,VIP1106,DIRECT,finished,Clothing,Victoria Secrete,Vs very sexy bra white 34b,5%,2017-01-01,4.5,1.0,86.0,20170182,1.0,2017.0
171084,54.0,89.0,7.5,L1273,DIRECT,finished,Clothing,Victoria Secrete,Vs Short Silk Pajamas Deep Purple m,31%,2017-01-01,27.5,1.0,89.0,20170183,1.0,2017.0
171093,52.0,84.0,7.5,L1273,DIRECT,finished,Clothing,Victoria Secrete,Vs Lace Short Skirt White Black m,29%,2017-01-01,24.5,1.0,84.0,20170184,1.0,2017.0
171074,329.0,411.0,5.0,H1336,V1012,finished,Accessories,Redline,Redline gold,19%,2017-01-01,77.0,1.0,411.0,20170185,1.0,2017.0
171091,68.0,89.0,7.5,VIP1015,DIRECT,finished,Clothing,Victoria Secrete,Vs ties bra black 粉粉34a,15%,2017-01-01,13.5,1.0,89.0,20170186,1.0,2017.0
171095,85.0,107.0,4.5,VIP1043,DIRECT,finished,Clothing,Victoria Secrete,Vs Siamese Sexy Underwear Black,16%,2017-01-01,17.5,1.0,107.0,20170187,1.0,2017.0
171096,85.0,107.0,4.5,VIP1043,DIRECT,finished,Clothing,Victoria Secrete,Vs Siamese Sexy Underwear Red,16%,2017-01-01,17.5,1.0,107.0,20170188,1.0,2017.0
171097,67.0,84.0,4.5,VIP1043,DIRECT,finished,Clothing,Victoria Secrete,Vs word collar sexy underwear white,15%,2017-01-01,12.5,1.0,84.0,20170189,1.0,2017.0
171098,67.0,84.0,4.5,VIP1043,DIRECT,finished,Clothing,Victoria Secrete,Vs collar sexy blue underwear,15%,2017-01-01,12.5,1.0,84.0,20170190,1.0,2017.0
171099,32.0,54.0,4.5,VIP1043,DIRECT,finished,Clothing,Victoria Secrete,"Vs Crochet Lace Thong Panty red black 2 Since it is a clip pp style, black Xiao Nene, assistant self-assertion bought a triangle for the guests with the same paragraph",32%,2017-01-01,17.5,1.0,54.0,20170191,1.0,2017.0
171100,52.0,80.0,7.5,L1472,DIRECT,finished,Clothing,Victoria Secrete,Vs Down Age Black 34b,26%,2017-01-01,20.5,1.0,80.0,20170192,1.0,2017.0
171101,745.0,897.0,45.0,H1203,DIRECT,finished,Clothing,Canada Goose,Canada goose rossclair wine red s,12%,2017-01-01,107.0,1.0,897.0,20170193,1.0,2017.0
171102,57.0,89.0,3.0,L1230,DIRECT,finished,Clothing,Victoria Secrete,Vs increase two cup bra 34c,33%,2017-01-01,29.0,1.0,89.0,20170194,1.0,2017.0
171103,59.0,93.0,3.0,L1230,DIRECT,finished,Clothing,Victoria Secrete,Vs most fire bustier white 34c,33%,2017-01-01,31.0,1.0,93.0,20170195,1.0,2017.0
171104,27.0,34.0,3.0,L1230,DIRECT,finished,Clothing,Victoria Secrete,Vs panties high waist white s,12%,2017-01-01,4.0,1.0,34.0,20170196,1.0,2017.0
171105,68.0,89.0,3.0,L1230,DIRECT,finished,Clothing,Victoria Secrete,Vs Lace Bra Black Lace 34c,20%,2017-01-01,18.0,1.0,89.0,20170197,1.0,2017.0
171106,51.0,83.0,3.0,L1230,DIRECT,finished,Clothing,Victoria Secrete,Vs short front long silk nightdress black s,35%,2017-01-01,29.0,1.0,83.0,20170198,1.0,2017.0
171107,18.0,27.0,3.0,L1230,DIRECT,finished,Clothing,Victoria Secrete,Vs fishnet sexy panties black s,22%,2017-01-01,6.0,1.0,27.0,20170199,1.0,2017.0
171108,109.0,154.0,15.0,L1333,DIRECT,finished,Handbag,Zac Posen,zac posen mini eartha grey,19%,2017-01-01,30.0,1.0,154.0,201701100,1.0,2017.0
171109,83.0,169.0,7.5,VVIP1017,DIRECT,finished,Clothing,Ted Baker,Ted baker jacket 3,46%,2017-01-01,78.5,1.0,169.0,201701101,1.0,2017.0
171110,118.0,183.0,7.5,VVIP1017,DIRECT,finished,Clothing,Ted Baker,Ted baker flower pants 1,31%,2017-01-01,57.5,1.0,183.0,201701102,1.0,2017.0
171111,83.0,169.0,15.0,VIP1022,DIRECT,finished,Clothing,Ted Baker,Ted baker jacket 1,42%,2017-01-01,71.0,1.0,169.0,201701103,1.0,2017.0
171112,97.0,164.0,15.0,VIP1142,DIRECT,finished,Clothing,Ted Baker,Ted baker pearl collar short sleeve blouse 0,32%,2017-01-01,52.0,1.0,164.0,201701104,1.0,2017.0
171050,307.0,369.0,30.0,L1332,DIRECT,finished,Handbag,Coach,Coach Swagger 20 with black ball purple,9%,2017-01-01,32.0,1.0,369.0,2017INV31,1.0,2017.0
171061,5.0,236.0,22.5,VIP1106,DIRECT,finished,Shoes,Stuart Weitzman,Stuart Weitzman nearlynude suede with coarse heel sandal velvet red 4.5,88%,2017-01-01,208.5,1.0,236.0,2017INV34,1.0,2017.0
,,,,,,,,,,,,,,,,,
171063,261.0,350.0,30.0,H1045,DIRECT,finished,Shoes,Miumiu,Miumiu Calzature Donna Suede Rhinestone Heel Black 35,17%,2017-01-01,59.0,1.0,350.0,2017INV36,1.0,2017.0
171064,325.0,379.0,22.5,H1045,DIRECT,finished,Shoes,Stuart Weitzman,Stuart Weitzman nudistsong Sparkling Strap Sandals Gold Gray 5,8%,2017-01-01,31.5,1.0,379.0,2017INV37,1.0,2017.0
171065,103.0,141.0,22.5,H1148,DIRECT,finished,Shoes,Tory Burch,Tory Burch Reva Ballet Flat Silver Black 5,11%,2017-01-01,15.5,1.0,141.0,2017INV38,1.0,2017.0
171066,50.0,213.0,22.5,VIP1106,DIRECT,finished,Shoes,Tory Burch,Tory Burch Sally Wedge Metal Logo Black 5,66%,2017-01-01,140.5,1.0,213.0,2017INV39,1.0,2017.0
171067,80.0,150.0,22.5,H1102,DIRECT,finished,Shoes,Miumiu,Miumiu Capretto ST. MU 5F9129 Note Flats 7790 Retail-$490 Blue and Black Match 38,32%,2017-01-01,47.5,1.0,150.0,2017INV40,1.0,2017.0
,,,,,,,,,,,,,,,,,
171239,17.0,24.0,5.0,L1728,DIRECT,finished,Clothing,Abercrombie Fitch,AF Lace Short Skirt Deep Blue 6,8%,2017-02-01,2.0,1.0,24.0,2017INV107,2.0,2017.0
171222,75.0,93.0,8.0,L1613,DIRECT,finished,Shoes,Adrienne Vittadini,Adrienne Vittadini Selby Pump Bow Red 6,11%,2017-02-01,10.0,1.0,93.0,20170283,2.0,2017.0
171223,75.0,93.0,8.0,L1126,DIRECT,finished,Shoes,Adrienne Vittadini,Adrienne Vittadini Selby Pump Bow Red 6.5,11%,2017-02-01,10.0,1.0,93.0,20170284,2.0,2017.0
171224,75.0,93.0,8.0,VIP1085,DIRECT,finished,Shoes,Adrienne Vittadini,Adrienne Vittadini Selby Pump black 6.5,11%,2017-02-01,10.0,1.0,93.0,20170285,2.0,2017.0
171225,75.0,93.0,8.0,H1307,DIRECT,finished,Shoes,Adrienne Vittadini,Adrienne Vittadini Selby Pump Red 6,11%,2017-02-01,10.0,1.0,93.0,20170286,2.0,2017.0
171226,75.0,93.0,8.0,L1305,DIRECT,finished,Shoes,Adrienne Vittadini,Adrienne Vittadini Selby Pump Red 6.5,11%,2017-02-01,10.0,1.0,93.0,20170288,2.0,2017.0
171227,75.0,93.0,8.0,H1314,DIRECT,finished,Shoes,Adrienne Vittadini,Adrienne Vittadini Selby Pump Red 7,11%,2017-02-01,10.0,1.0,93.0,20170289,2.0,2017.0
171228,75.0,93.0,8.0,L1137,DIRECT,finished,Shoes,Adrienne Vittadini,Adrienne Vittadini Selby Pump Black 7,11%,2017-02-01,10.0,1.0,93.0,20170290,2.0,2017.0
171236,26.0,80.0,5.0,L1728,DIRECT,finished,Clothing,Alice Olivia,Alice Olivia Stora Skirt Black Bottom Red Flower 2,61%,2017-02-01,49.0,1.0,80.0,2017INV104,2.0,2017.0
171194,103.0,135.0,5.0,L1730,DIRECT,finished,Clothing,Alice Olivia,Alice Olivia desra collared Black Collar White top Black Sleeveless Dress Black and White 2,20%,2017-02-01,27.0,1.0,135.0,2017INV84,2.0,2017.0
171195,123.0,160.0,5.0,L1730,DIRECT,finished,Clothing,Alice Olivia,Alice Olivia Gail Collared Tweet Dress black white 0,20%,2017-02-01,32.0,1.0,160.0,2017INV85,2.0,2017.0
171197,26.0,98.0,5.0,L1730,DIRECT,finished,Clothing,Alice Olivia,Alice Olivia Stora Skirt Black Bottom Red 0,68%,2017-02-01,67.0,1.0,98.0,2017INV87,2.0,2017.0
,,,,,,,,,,,,,,,,,
171178,720.0,843.0,60.0,VVIP1043,V1011,finished,Clothing,Canada Goose,Canadian goose canada goose kensington black m,7%,2017-02-01,63.0,1.0,843.0,20170267,2.0,2017.0
171241,720.0,814.0,30.0,FF1006,V1011,finished,Clothing,Canada Goose,Canada kensington military green m,8%,2017-02-01,64.0,1.0,814.0,20170296,2.0,2017.0
171242,720.0,814.0,30.0,FF1006,V1011,finished,Clothing,Canada Goose,Canada Goose langford slate l,8%,2017-02-01,64.0,1.0,814.0,20170297,2.0,2017.0
171199,939.0,1043.0,5.0,VVIP1038,DIRECT,finished,Cosmetic,Chantecaille,Shankar Card Diamond Set 2 sets,9%,2017-02-01,99.0,1.0,1043.0,20170273,2.0,2017.0
171201,255.0,283.0,5.0,L1261,DIRECT,finished,Cosmetic,Chantecaille,Shannon Card Rose Set,8%,2017-02-01,23.0,1.0,283.0,20170275,2.0,2017.0
171202,460.0,511.0,5.0,FF1025,DIRECT,finished,Cosmetic,Chantecaille,Shankar Card Diamond Set,9%,2017-02-01,46.0,1.0,511.0,20170276,2.0,2017.0
171204,84.0,93.0,5.0,L1261,DIRECT,finished,Cosmetic,Chantecaille,Chantecaille jasmine lily lotion,4%,2017-02-01,4.0,1.0,93.0,20170278,2.0,2017.0
171213,1.0,230.0,5.0,L1076,DIRECT,finished,Cosmetic,Chantecaille,Chantecaille ja ja jasmine lily,97%,2017-02-01,224.0,1.0,230.0,20170279,2.0,2017.0
171114,141.0,183.0,15.0,H1180,DIRECT,finished,Handbag,Coach,Coach printing tote khaki,15%,2017-02-01,27.0,1.0,183.0,2017022,2.0,2017.0
171115,86.0,120.0,15.0,VVIP1018,DIRECT,finished,Handbag,Coach,Coach printing wallet khaki,16%,2017-02-01,19.0,1.0,120.0,2017023,2.0,2017.0
171116,141.0,179.0,15.0,L1014,DIRECT,finished,Handbag,Coach,Coach print tote dark brown,13%,2017-02-01,23.0,1.0,179.0,2017024,2.0,2017.0
171117,26.0,49.0,7.5,L1014,DIRECT,finished,Handbag,Coach,Coach printed bag dark brown,32%,2017-02-01,15.5,1.0,49.0,2017025,2.0,2017.0
171117,26.0,51.0,7.5,L1648,DIRECT,finished,Handbag,Coach,Coach printed bag dark brown,34%,2017-02-01,17.5,1.0,51.0,2017026,2.0,2017.0
171118,141.0,183.0,15.0,H1276,DIRECT,finished,Handbag,Coach,Coach printing tote khaki,15%,2017-02-01,27.0,1.0,183.0,2017027,2.0,2017.0
171119,40.0,51.0,4.5,H1276,DIRECT,finished,Handbag,Coach,Coach printed bag khaki,13%,2017-02-01,6.5,1.0,51.0,2017028,2.0,2017.0
171120,26.0,51.0,7.5,L1411,DIRECT,finished,Handbag,Coach,Coach printed bag dark brown,34%,2017-02-01,17.5,1.0,51.0,2017029,2.0,2017.0
171128,141.0,183.0,15.0,L1261,DIRECT,finished,Handbag,Coach,Coach print tote dark brown,15%,2017-02-01,27.0,1.0,183.0,20170217,2.0,2017.0
171176,112.0,183.0,15.0,H1195,DIRECT,finished,Handbag,Coach,Coach printing tote khaki,31%,2017-02-01,56.0,1.0,183.0,20170265,2.0,2017.0
171186,141.0,183.0,15.0,L1380,DIRECT,finished,Handbag,Coach,Coach print tote dark brown,15%,2017-02-01,27.0,1.0,183.0,20170269,2.0,2017.0
171188,111.0,141.0,15.0,L1591,DIRECT,finished,Accessories,Coach,Coach Coach mini ruby ​​three-pack packet nude,11%,2017-02-01,15.0,1.0,141.0,20170271,2.0,2017.0
171221,71.0,107.0,22.5,VIP1104,DIRECT,finished,Shoes,Coach,Coach Chissy pedicure shoes Leopard 7.5,13%,2017-02-01,13.5,1.0,107.0,2017INV100,2.0,2017.0
171182,25.0,47.0,7.5,L1157,DIRECT,finished,Handbag,Coach,Coach logo Patent leather clutch pink,31%,2017-02-01,14.5,1.0,47.0,2017INV75,2.0,2017.0
171183,42.0,56.0,7.5,L1126,DIRECT,finished,Handbag,Coach,Coach Valentine's Day Heart Shaped Makeup Bag Deep Pink,12%,2017-02-01,6.5,1.0,56.0,2017INV76,2.0,2017.0
171185,42.0,56.0,7.5,VIP1085,DIRECT,finished,Handbag,Coach,Coach Valentine's Day Heart Shaped Makeup Bag Deep Pink,12%,2017-02-01,6.5,1.0,56.0,2017INV78,2.0,2017.0
171190,32.0,50.0,5.0,L1725,DIRECT,finished,Handbag,Coach,Coach Valentine's Day Heart Shaped Handbag Dark Pink,26%,2017-02-01,13.0,1.0,50.0,2017INV80,2.0,2017.0
171121,120.0,186.0,22.5,FF1019,DIRECT,finished,Shoes,Ecco,Ecco black sneakers 375,23%,2017-02-01,43.5,1.0,186.0,20170210,2.0,2017.0
171122,45.0,84.0,22.5,FF1019,DIRECT,finished,Shoes,Ecco,Ecco orange wide sport shoes 385,20%,2017-02-01,16.5,1.0,84.0,20170211,2.0,2017.0
