Stock ID,Order Priority,Cost of Goods,Unit Price,Shipping Cost,Customer ID,Customer Name,Vendor,Order Status (Backorder?),Product Category,Product Sub-Category / Brand,Product Container,Product_Name_EN,Product Base Margin,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID
171045,,129,196,7.5,VIP1142,,DIRECT,finished,Clothing,Alice Olivia,,Ao bow sleeveless skirt blue xs,30%,,,,,1/17/2017,,59.5,1,196,20170146
171046,,131,200,7.5,VIP1142,,DIRECT,finished,Clothing,Alice Olivia,,Ao trousers xs=0,31%,,,,,1/17/2017,,61.5,1,200,20170147
171047,,182,269,15,L1589,,DIRECT,finished,Clothing,DVF,,Dvf zarita lace skirt white 2,27%,,,,,1/17/2017,,72,1,269,20170148
171048,,860,941,5,VIP1021,,V1015,finished,Clothing,Canada Goose,,Canadian goose extending dark gray m,8%,,,,,1/17/2017,,76,1,941,20170149
171049,,860,941,5,L1752,,V1015,finished,Clothing,Canada Goose,,Canada goose extending dark gray l,8%,,,,,1/17/2017,,76,1,941,20170150
171051,,193,237,15,VIP1067,,DIRECT,finished,Clothing,Alice Olivia,,ao shirtdress 2,12%,,,,,1/17/2017,,29,1,237,20170151
171052,,164,184,5,L1594,,V1010,finished,Accessories,Mc Queen,,Mcq scarves rose red,8%,,,,,1/17/2017,,15,1,184,20170152
171053,,329,371,5,L1740,,V1010,finished,Shoes,Louis Vuitton,,Lv red flat shoes 36,10%,,,,,1/17/2017,,37,1,371,20170153
171054,,164,184,5,L1076,,V1010,finished,Accessories,Mc Queen,,Mcq scarves rose red,8%,,,,,1/17/2017,,15,1,184,20170154
171055,,1114,1200,5,VVIP1038,,V1008,finished,Clothing,Maxmara,,Maxmara rialto red coat 36,7%,,,,,1/17/2017,,81,1,1200,20170155
171056,,314,350,5,VIP1105,,V1009,finished,Accessories,Dior,,Dior pink sunglasses,9%,,,,,1/17/2017,,31,1,350,20170156
171057,,357,413,5,FF1025,,V1014,finished,Handbag,Moschino,,Moschino black schoolbag,12%,,,,,1/17/2017,,51,1,413,20170157
171058,,497,550,5,VIP1105,,V1001,finished,Accessories,Maison Michel,,Maison michel hat,9%,,,,,1/17/2017,,48,1,550,20170158
171059,,46,77,7.5,L1759,,DIRECT,finished,Supplement,GNA,,gnc alpha lipoic acid 200 mg 3?,31%,,,,,1/17/2017,,23.5,1,77,20170159
171060,,131,167,7.5,L1759,,DIRECT,finished,Supplement,GNA,,gnc l-glutathione 500mg 3?,17%,,,,,1/17/2017,,28.5,1,167,20170160
171069,,411,470,22.5,VVIP1039,,DIRECT,finished,Shoes,Roger Vivier,,Rv valentine white with heart shaped 355,8%,,,,,1/17/2017,,36.5,1,470,20170161
171070,,329,411,5,VVIP1018,,V1012,finished,Accessories,Redline,,Redline rose gold,19%,,,,,1/17/2017,,77,1,411,20170162
171071,,329,411,0,H1194,,V1012,Backorder,Accessories,Redline,,Redline gold,,,,,,1/17/2017,,0,0,0,20170163
171072,,329,411,5,H1344,,V1012,finished,Accessories,Redline,,Redline rose gold,19%,,,,,1/17/2017,,77,1,411,20170164
171073,,857,911,5,VIP1060,,V1008,finished,Clothing,Maxmara,,Maxmara mango black fox fur wool coat,5%,,,,,1/17/2017,,49,1,911,20170165
171089,,81,136,4.5,VVIP1017,,DIRECT,finished,Clothing,Victoria Secrete,,Vs the most fire bustier white set of 75c + underwear high waist section s,37%,,,,,1/17/2017,,50.5,1,136,20170166
171083,,54,86,4.5,VVIP1017,,DIRECT,finished,Clothing,Victoria Secrete,,Vs poster hollow lace black black 34c,32%,,,,,1/17/2017,,27.5,1,86,20170167
171085,,54,89,7.5,L1117,,DIRECT,finished,Clothing,Victoria Secrete,,Vs Short silk pajamas pink s,31%,,,,,1/17/2017,,27.5,1,89,20170168
171094,,52,84,7.5,L1117,,DIRECT,finished,Clothing,Victoria Secrete,,Vs lace short skirt black s,29%,,,,,1/17/2017,,24.5,1,84,20170169
171090,,65,89,4.5,VVIP1017,,DIRECT,finished,Clothing,Victoria Secrete,,Vs Behind Band Bra White Black Lace 34c,22%,,,,,1/17/2017,,19.5,1,89,20170170
171077,,65,89,7.5,H1270,,DIRECT,finished,Clothing,Victoria Secrete,,Vs dream angel pink lace 75b=34b,19%,,,,,1/17/2017,,16.5,1,89,20170171
171080,,65,86,4.5,VVIP1036,,DIRECT,finished,Clothing,Victoria Secrete,,vs very sexy bra ?? 34a,19%,,,,,1/17/2017,,16.5,1,86,20170172
171082,,65,86,4.5,VVIP1036,,DIRECT,finished,Clothing,Victoria Secrete,,Vs increase two cup bra black powder 34a,19%,,,,,1/17/2017,,16.5,1,86,20170173
171076,,65,86,4.5,VVIP1036,,DIRECT,finished,Clothing,Victoria Secrete,,Vs dream angel white 34a,19%,,,,,1/17/2017,,16.5,1,86,20170174
171092,,68,90,7.5,L1016,,DIRECT,finished,Clothing,Victoria Secrete,,Vs Behind Band Bra black ?34b,16%,,,,,1/17/2017,,14.5,1,90,20170175
171075,,22,34,7.5,VIP1116,,DIRECT,finished,Clothing,Victoria Secrete,,Vs crochet lace cheek black high waist s,13%,,,,,1/17/2017,,4.5,1,34,20170176
171087,,43,71,4.5,H1043,,DIRECT,finished,Clothing,Victoria Secrete,,Vs simple lace deep v sexy lingerie black s,33%,,,,,1/17/2017,,23.5,1,71,20170177
171088,,63,86,4.5,H1043,,DIRECT,finished,Clothing,Victoria Secrete,,Vs collared sexy underwear black s,22%,,,,,1/17/2017,,18.5,1,86,20170178
171086,,54,86,4.5,H1043,,DIRECT,finished,Clothing,Victoria Secrete,,Vs Short Silk Pajamas Flowers s,32%,,,,,1/17/2017,,27.5,1,86,20170179
171078,,50,60,4.5,VIP1106,,DIRECT,finished,Clothing,Victoria Secrete,,Vs floral lace mesh cheeky black wine red white 3 underwear m,9%,,,,,1/17/2017,,5.5,1,60,20170180
171081,,65,86,4.5,VIP1106,,DIRECT,finished,Clothing,Victoria Secrete,,Vs very sexy bra Purple 34b,19%,,,,,1/17/2017,,16.5,1,86,20170181
171079,,77,86,4.5,VIP1106,,DIRECT,finished,Clothing,Victoria Secrete,,Vs very sexy bra white 34b,5%,,,,,1/17/2017,,4.5,1,86,20170182
171084,,54,89,7.5,L1273,,DIRECT,finished,Clothing,Victoria Secrete,,Vs Short Silk Pajamas Deep Purple m,31%,,,,,1/17/2017,,27.5,1,89,20170183
171093,,52,84,7.5,L1273,,DIRECT,finished,Clothing,Victoria Secrete,,Vs Lace Short Skirt White Black m,29%,,,,,1/17/2017,,24.5,1,84,20170184
171074,,329,411,5,H1336,,V1012,finished,Accessories,Redline,,Redline gold,19%,,,,,1/17/2017,,77,1,411,20170185
171091,,68,89,7.5,VIP1015,,DIRECT,finished,Clothing,Victoria Secrete,,Vs ties bra black ??34a,15%,,,,,1/17/2017,,13.5,1,89,20170186
171095,,85,107,4.5,VIP1043,,DIRECT,finished,Clothing,Victoria Secrete,,Vs Siamese Sexy Underwear Black,16%,,,,,1/17/2017,,17.5,1,107,20170187
171096,,85,107,4.5,VIP1043,,DIRECT,finished,Clothing,Victoria Secrete,,Vs Siamese Sexy Underwear Red,16%,,,,,1/17/2017,,17.5,1,107,20170188
171097,,67,84,4.5,VIP1043,,DIRECT,finished,Clothing,Victoria Secrete,,Vs word collar sexy underwear white,15%,,,,,1/17/2017,,12.5,1,84,20170189
171098,,67,84,4.5,VIP1043,,DIRECT,finished,Clothing,Victoria Secrete,,Vs collar sexy blue underwear,15%,,,,,1/17/2017,,12.5,1,84,20170190
171099,,32,54,4.5,VIP1043,,DIRECT,finished,Clothing,Victoria Secrete,,"Vs Crochet Lace Thong Panty red black 2 Since it is a clip pp style, black Xiao Nene, assistant self-assertion bought a triangle for the guests with the same paragraph",32%,,,,,1/17/2017,,17.5,1,54,20170191
171100,,52,80,7.5,L1472,,DIRECT,finished,Clothing,Victoria Secrete,,Vs Down Age Black 34b,26%,,,,,1/17/2017,,20.5,1,80,20170192
171101,,745,897,45,H1203,,DIRECT,finished,Clothing,Canada Goose,,Canada goose rossclair wine red s,12%,,,,,1/17/2017,,107,1,897,20170193
171102,,57,89,3,L1230,,DIRECT,finished,Clothing,Victoria Secrete,,Vs increase two cup bra 34c,33%,,,,,1/17/2017,,29,1,89,20170194
171103,,59,93,3,L1230,,DIRECT,finished,Clothing,Victoria Secrete,,Vs most fire bustier white 34c,33%,,,,,1/17/2017,,31,1,93,20170195
171104,,27,34,3,L1230,,DIRECT,finished,Clothing,Victoria Secrete,,Vs panties high waist white s,12%,,,,,1/17/2017,,4,1,34,20170196
171105,,68,89,3,L1230,,DIRECT,finished,Clothing,Victoria Secrete,,Vs Lace Bra Black Lace 34c,20%,,,,,1/17/2017,,18,1,89,20170197
171106,,51,83,3,L1230,,DIRECT,finished,Clothing,Victoria Secrete,,Vs short front long silk nightdress black s,35%,,,,,1/17/2017,,29,1,83,20170198
171107,,18,27,3,L1230,,DIRECT,finished,Clothing,Victoria Secrete,,Vs fishnet sexy panties black s,22%,,,,,1/17/2017,,6,1,27,20170199
171108,,109,154,15,L1333,,DIRECT,finished,Handbag,Zac Posen,,zac posen mini eartha grey,19%,,,,,1/17/2017,,30,1,154,201701100
171109,,83,169,7.5,VVIP1017,,DIRECT,finished,Clothing,Ted Baker,,Ted baker jacket 3,46%,,,,,1/17/2017,,78.5,1,169,201701101
171110,,118,183,7.5,VVIP1017,,DIRECT,finished,Clothing,Ted Baker,,Ted baker flower pants 1,31%,,,,,1/17/2017,,57.5,1,183,201701102
171111,,83,169,15,VIP1022,,DIRECT,finished,Clothing,Ted Baker,,Ted baker jacket 1,42%,,,,,1/17/2017,,71,1,169,201701103
171112,,97,164,15,VIP1142,,DIRECT,finished,Clothing,Ted Baker,,Ted baker pearl collar short sleeve blouse 0,32%,,,,,1/17/2017,,52,1,164,201701104
171050,,307,369,30,L1332,,DIRECT,finished,Handbag,Coach,,Coach Swagger 20 with black ball purple,9%,,,,,1/17/2017,,32,1,369,2017INV31
171061,,5,236,22.5,VIP1106,,DIRECT,finished,Shoes,Stuart Weitzman,,Stuart Weitzman nearlynude suede with coarse heel sandal velvet red 4.5,88%,,,,,1/17/2017,,208.5,1,236,2017INV34
171062,,196,213,22.5,L1011,,DIRECT,finished,Shoes,Tory Burch,,Tory Burch Calista Flat Heel Boots Brown 5,-3%,,,,,1/17/2017,,-5.5,1,213,2017INV35
171063,,261,350,30,H1045,,DIRECT,finished,Shoes,Miumiu,,Miumiu Calzature Donna Suede Rhinestone Heel Black 35,17%,,,,,1/17/2017,,59,1,350,2017INV36
171064,,325,379,22.5,H1045,,DIRECT,finished,Shoes,Stuart Weitzman,,Stuart Weitzman nudistsong Sparkling Strap Sandals Gold Gray 5,8%,,,,,1/17/2017,,31.5,1,379,2017INV37
171065,,103,141,22.5,H1148,,DIRECT,finished,Shoes,Tory Burch,,Tory Burch Reva Ballet Flat Silver Black 5,11%,,,,,1/17/2017,,15.5,1,141,2017INV38
171066,,50,213,22.5,VIP1106,,DIRECT,finished,Shoes,Tory Burch,,Tory Burch Sally Wedge Metal Logo Black 5,66%,,,,,1/17/2017,,140.5,1,213,2017INV39
171067,,80,150,22.5,H1102,,DIRECT,finished,Shoes,Miumiu,,Miumiu Capretto ST. MU 5F9129 Note Flats 7790 Retail-$490 Blue and Black Match 38,32%,,,,,1/17/2017,,47.5,1,150,2017INV40
171068,,76,97,22.5,VIP1023,,DIRECT,finished,Clothing,Madewell,,Madewell Mira Midi Heel sable with burgundy 7,-2%,,,,,1/17/2017,,-1.5,1,97,2017INV41
171239,,17,24,5,L1728,,DIRECT,finished,Clothing,Abercrombie Fitch,,AF Lace Short Skirt Deep Blue 6,8%,,,,,2/17/2017,,2,1,24,2017INV107
171222,,75,93,8,L1613,,DIRECT,finished,Shoes,Adrienne Vittadini,,Adrienne Vittadini Selby Pump Bow Red 6,11%,,,,,2/17/2017,,10,1,93,20170283
171223,,75,93,8,L1126,,DIRECT,finished,Shoes,Adrienne Vittadini,,Adrienne Vittadini Selby Pump Bow Red 6.5,11%,,,,,2/17/2017,,10,1,93,20170284
171224,,75,93,8,VIP1085,,DIRECT,finished,Shoes,Adrienne Vittadini,,Adrienne Vittadini Selby Pump black 6.5,11%,,,,,2/17/2017,,10,1,93,20170285
171225,,75,93,8,H1307,,DIRECT,finished,Shoes,Adrienne Vittadini,,Adrienne Vittadini Selby Pump Red 6,11%,,,,,2/17/2017,,10,1,93,20170286
171226,,75,93,8,L1305,,DIRECT,finished,Shoes,Adrienne Vittadini,,Adrienne Vittadini Selby Pump Red 6.5,11%,,,,,2/17/2017,,10,1,93,20170288
171227,,75,93,8,H1314,,DIRECT,finished,Shoes,Adrienne Vittadini,,Adrienne Vittadini Selby Pump Red 7,11%,,,,,2/17/2017,,10,1,93,20170289
171228,,75,93,8,L1137,,DIRECT,finished,Shoes,Adrienne Vittadini,,Adrienne Vittadini Selby Pump Black 7,11%,,,,,2/17/2017,,10,1,93,20170290
171236,,26,80,5,L1728,,DIRECT,finished,Clothing,Alice Olivia,,Alice Olivia Stora Skirt Black Bottom Red Flower 2,61%,,,,,2/17/2017,,49,1,80,2017INV104
171194,,103,135,5,L1730,,DIRECT,finished,Clothing,Alice Olivia,,Alice Olivia desra collared Black Collar White top Black Sleeveless Dress Black and White 2,20%,,,,,2/17/2017,,27,1,135,2017INV84
171195,,123,160,5,L1730,,DIRECT,finished,Clothing,Alice Olivia,,Alice Olivia Gail Collared Tweet Dress black white 0,20%,,,,,2/17/2017,,32,1,160,2017INV85
171197,,26,98,5,L1730,,DIRECT,finished,Clothing,Alice Olivia,,Alice Olivia Stora Skirt Black Bottom Red 0,68%,,,,,2/17/2017,,67,1,98,2017INV87
171232,,39,39,5,L1728,,DIRECT,finished,Clothing,Banana Republic,,Banana sweater m,-13%,,,,,2/17/2017,,-5,1,39,20170293
171178,,720,843,60,VVIP1043,,V1011,finished,Clothing,Canada Goose,,Canadian goose canada goose kensington black m,7%,,,,,2/17/2017,,63,1,843,20170267
171241,,720,814,30,FF1006,,V1011,finished,Clothing,Canada Goose,,Canada kensington military green m,8%,,,,,2/17/2017,,64,1,814,20170296
171242,,720,814,30,FF1006,,V1011,finished,Clothing,Canada Goose,,Canada Goose langford slate l,8%,,,,,2/17/2017,,64,1,814,20170297
171199,,939,1043,5,VVIP1038,,DIRECT,finished,Cosmetic,Chantecaille,,Shankar Card Diamond Set 2 sets,9%,,,,,2/17/2017,,99,1,1043,20170273
171201,,255,283,5,L1261,,DIRECT,finished,Cosmetic,Chantecaille,,Shannon Card Rose Set,8%,,,,,2/17/2017,,23,1,283,20170275
171202,,460,511,5,FF1025,,DIRECT,finished,Cosmetic,Chantecaille,,Shankar Card Diamond Set,9%,,,,,2/17/2017,,46,1,511,20170276
171204,,84,93,5,L1261,,DIRECT,finished,Cosmetic,Chantecaille,,Chantecaille jasmine lily lotion,4%,,,,,2/17/2017,,4,1,93,20170278
171213,,1,230,5,L1076,,DIRECT,finished,Cosmetic,Chantecaille,,Chantecaille ja ja jasmine lily,97%,,,,,2/17/2017,,224,1,230,20170279
171114,,141,183,15,H1180,,DIRECT,finished,Handbag,Coach,,Coach printing tote khaki,15%,,,,,2/17/2017,,27,1,183,2017022
171115,,86,120,15,VVIP1018,,DIRECT,finished,Handbag,Coach,,Coach printing wallet khaki,16%,,,,,2/17/2017,,19,1,120,2017023
171116,,141,179,15,L1014,,DIRECT,finished,Handbag,Coach,,Coach print tote dark brown,13%,,,,,2/17/2017,,23,1,179,2017024
171117,,26,49,7.5,L1014,,DIRECT,finished,Handbag,Coach,,Coach printed bag dark brown,32%,,,,,2/17/2017,,15.5,1,49,2017025
171117,,26,51,7.5,L1648,,DIRECT,finished,Handbag,Coach,,Coach printed bag dark brown,34%,,,,,2/17/2017,,17.5,1,51,2017026
171118,,141,183,15,H1276,,DIRECT,finished,Handbag,Coach,,Coach printing tote khaki,15%,,,,,2/17/2017,,27,1,183,2017027
171119,,40,51,4.5,H1276,,DIRECT,finished,Handbag,Coach,,Coach printed bag khaki,13%,,,,,2/17/2017,,6.5,1,51,2017028
171120,,26,51,7.5,L1411,,DIRECT,finished,Handbag,Coach,,Coach printed bag dark brown,34%,,,,,2/17/2017,,17.5,1,51,2017029
171128,,141,183,15,L1261,,DIRECT,finished,Handbag,Coach,,Coach print tote dark brown,15%,,,,,2/17/2017,,27,1,183,20170217
171176,,112,183,15,H1195,,DIRECT,finished,Handbag,Coach,,Coach printing tote khaki,31%,,,,,2/17/2017,,56,1,183,20170265
171186,,141,183,15,L1380,,DIRECT,finished,Handbag,Coach,,Coach print tote dark brown,15%,,,,,2/17/2017,,27,1,183,20170269
171188,,111,141,15,L1591,,DIRECT,finished,Accessories,Coach,,Coach Coach mini ruby ??three-pack packet nude,11%,,,,,2/17/2017,,15,1,141,20170271
171221,,71,107,22.5,VIP1104,,DIRECT,finished,Shoes,Coach,,Coach Chissy pedicure shoes Leopard 7.5,13%,,,,,2/17/2017,,13.5,1,107,2017INV100
171182,,25,47,7.5,L1157,,DIRECT,finished,Handbag,Coach,,Coach logo Patent leather clutch pink,31%,,,,,2/17/2017,,14.5,1,47,2017INV75
171183,,42,56,7.5,L1126,,DIRECT,finished,Handbag,Coach,,Coach Valentine's Day Heart Shaped Makeup Bag Deep Pink,12%,,,,,2/17/2017,,6.5,1,56,2017INV76
171185,,42,56,7.5,VIP1085,,DIRECT,finished,Handbag,Coach,,Coach Valentine's Day Heart Shaped Makeup Bag Deep Pink,12%,,,,,2/17/2017,,6.5,1,56,2017INV78
171190,,32,50,5,L1725,,DIRECT,finished,Handbag,Coach,,Coach Valentine's Day Heart Shaped Handbag Dark Pink,26%,,,,,2/17/2017,,13,1,50,2017INV80
171121,,120,186,22.5,FF1019,,DIRECT,finished,Shoes,Ecco,,Ecco black sneakers 375,23%,,,,,2/17/2017,,43.5,1,186,20170210
171122,,45,84,22.5,FF1019,,DIRECT,finished,Shoes,Ecco,,Ecco orange wide sport shoes 385,20%,,,,,2/17/2017,,16.5,1,84,20170211
171123,,120,186,22.5,FF1019,,DIRECT,finished,Shoes,Ecco,,Ecco orange leather sports shoes 39,23%,,,,,2/17/2017,,43.5,1,186,20170212
171216,,56,70,5,FF1019,,DIRECT,finished,Shoes,Ecco,,Ecco black 38,13%,,,,,2/17/2017,,9,1,70,20170282
171192,,161,200,5,L1730,,DIRECT,finished,Shoes,Ferragamo,,Salvatore Ferragamo Lola 0616498 Tip Flat 8563 Nude 5B,17%,,,,,2/17/2017,,34,1,200,2017INV82
171209,,150,236,15,L1520,,DIRECT,finished,Shoes,Ferragamo,,Salvatore Ferragamo Susi Patent Tip Pumps Black 6,30%,,,,,2/17/2017,,71,1,236,2017INV92
171210,,184,269,15,H1251,,DIRECT,finished,Shoes,Ferragamo,,Salvatore Ferragamo Varina 0613892 Patented Flat 8855 Retail $495 Marble Powder 7.5B,26%,,,,,2/17/2017,,70,1,269,2017INV93
171191,,167,157,5,L1745,,DIRECT,finished,Accessories,Gentle Monster,,Gentle Monster Metal Sunglasses Gold,-10%,,,,,2/17/2017,,-15,1,157,2017INV81
171124,,409,454,5,H1134,,DIRECT,finished,Cosmetic,Lamer,,Lamer Value Cream and Concentrate Set,9%,,,,,2/17/2017,,40,1,454,20170213
171200,,306,340,5,VVIP1038,,DIRECT,finished,Cosmetic,Lamer,,Lamer radiance suit,9%,,,,,2/17/2017,,29,1,340,20170274
171203,,306,340,5,L1126,,DIRECT,finished,Cosmetic,Lamer,,Lamer radiance suit,9%,,,,,2/17/2017,,29,1,340,20170277
171214,,306,340,5,VIP1061,,DIRECT,finished,Cosmetic,Lamer,,Lamer radiance suit,9%,,,,,2/17/2017,,29,1,340,20170280
171237,,80,93,5,L1728,,DIRECT,finished,Clothing,Maje,,Maje Word Thick Thirt Orange 3,9%,,,,,2/17/2017,,8,1,93,2017INV105
171238,,80,93,5,L1728,,DIRECT,finished,Clothing,Maje,,Maje word thick Thirt dark blue 2,9%,,,,,2/17/2017,,8,1,93,2017INV106
171193,,80,90,5,L1730,,DIRECT,finished,Clothing,Maje,,Maje word thick Thirt dark blue 2,6%,,,,,2/17/2017,,5,1,90,2017INV83
